Item type,Authors,Title,Journal,Full journal,Publication year,Volume,Issue,Pages,Free_access OR gated?,Publisher,Date published,ISSN,ISSN (alt.),URLs,DOI,PMID,Arxiv ID,PMC ID,Copyright,Affiliation,Sub-type,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Moreno T,Monterde B,González-Silva L,Betancor-Fernández I,Revilla C,Agraz-Doblas A,Freire J,Isidro P,Quevedo L,Blanco R,Montes-Moreno S,Cereceda L,Astudillo A,Casar B,Crespo P,Morales Torres C,Scaffidi P,Gómez-Román J,Salido E,Varela I",ARID2 deficiency promotes tumor progression and is associated with higher sensitivity to chemotherapy in lung cancer,Oncogene,Oncogene,2021,40,16,2923-2935,free_access,Nature Publishing Group,2021-04,0950-9232,1476-5594,http://dx.doi.org/10.1038/s41388-021-01748-y;https://www.ncbi.nlm.nih.gov/pubmed/33742126;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7610680;https://doi.org/10.1038/s41388-021-01748-y;https://www.nature.com/articles/s41388-021-01748-y;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7610680/,10.1038/s41388-021-01748-y,33742126,,PMC7610680,,"Instituto de Biomedicina y Biotecnología de Cantabria, Universidad de Cantabria-CSIC, Santander, Spain. Departamento de Patología, Centro de Investigación Biomédica en Red de Enfermedades Raras (CIBERER), Tenerife, Spain. Servicio de Anatomía Patológica y Biobanco Valdecilla, HUMV/IDIVAL, Santander, Spain. Biobanco del Principado de Asturias (BBPA), Hospital Universitario Central de Asturias, Oviedo, Spain. Centro de Investigación Biomédica en Red de Cáncer (CIBERONC), Madrid, Spain. Cancer Epigenetics Laboratory, The Francis Crick Institute, London, UK. Instituto de Biomedicina y Biotecnología de Cantabria, Universidad de Cantabria-CSIC, Santander, Spain. ignacio.varela@unican.es.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Ottina E,Panova V,Doglio L,Kazachenka A,Cornish G,Kirkpatrick J,Attig J,Young GR,Litchfield K,Lesluyes T,Van Loo P,Swanton C,MacRae J,Tüting T,Kassiotis G",E3 ubiquitin ligase HECTD2 mediates melanoma progression and immune evasion,Oncogene,Oncogene,2021,,,,free_access,Nature Publishing Group,18/06/2021,0950-9232,1476-5594,http://dx.doi.org/10.1038/s41388-021-01885-4;https://www.ncbi.nlm.nih.gov/pubmed/34145398;https://doi.org/10.1038/s41388-021-01885-4;https://www.nature.com/articles/s41388-021-01885-4,10.1038/s41388-021-01885-4,34145398,,,,"Retroviral Immunology Laboratory, The Francis Crick Institute, London, UK. Proteomics STP, The Francis Crick Institute, London, UK. Retrovirus-Host Interactions Laboratory, The Francis Crick Institute, London, UK. Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK. Cancer Genomics Laboratory, The Francis Crick Institute, London, UK. Laboratory of Experimental Dermatology, Department of Dermatology, University of Magdeburg, Magdeburg, Germany. Retroviral Immunology Laboratory, The Francis Crick Institute, London, UK. george.kassiotis@crick.ac.uk. Department of Infectious Disease, Faculty of Medicine, Imperial College London, London, UK. george.kassiotis@crick.ac.uk.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Alfarsi A,Caillet C,Fawbert G,Lawrence S,Krüse J,McSweeney S,O'Mahony M,Dondorp A,Newton PN,Fitzpatrick D",Sounding out falsified medicines from genuine medicines using Broadband Acoustic Resonance Dissolution Spectroscopy (BARDS),Sci. Rep.,Scientific reports,2021,11,1,12643,free_access,Nature Publishing Group,16/06/2021,2045-2322,,http://dx.doi.org/10.1038/s41598-021-90323-2;https://www.ncbi.nlm.nih.gov/pubmed/34135361;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8209214;https://doi.org/10.1038/s41598-021-90323-2;https://www.nature.com/articles/s41598-021-90323-2,10.1038/s41598-021-90323-2,34135361,,PMC8209214,,"School of Chemistry, Analytical and Biological Chemistry Research Facility (ABCRF), University College Cork, Cork, Ireland. Department of Chemistry, Faculty of Science, Albaha University, Albaha, Saudi Arabia. Lao-Oxford-Mahosot Hospital-Wellcome Trust Research Unit, Microbiology Laboratory, Mahosot Hospital, Vientiane, Lao PDR. WorldWide Antimalarial Resistance Network (WWARN) and Infectious Disease Data Observatory (IDDO), Centre for Tropical Medicine & Global Health, Nuffield Department of Medicine, University of Oxford, Oxford, UK. Centre for Tropical Medicine & Global Health, Nuffield Department of Medicine, University of Oxford, Oxford, UK. eGlaxoSmithKline Plc (GSK), Ware, UK. Kinetox, Beilen, The Netherlands. Cork Institute of Technology, Cork, Ireland. Pharmaceutical Manufacturing Technology Centre, Bernal Institute, University of Limerick, Limerick, Ireland. Mahidol Oxford Research Unit (MORU), Faculty of Tropical Medicine, Mahidol University, Bangkok, Thailand. School of Chemistry, Analytical and Biological Chemistry Research Facility (ABCRF), University College Cork, Cork, Ireland. d.fitzpatrick@ucc.ie.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Barkhuizen W,Dudbridge F,Ronald A",Genetic overlap and causal associations between smoking behaviours and mental health,Sci. Rep.,Scientific reports,2021,11,1,14871,free_access,Nature Publishing Group,21/07/2021,2045-2322,,http://dx.doi.org/10.1038/s41598-021-93962-7;https://www.ncbi.nlm.nih.gov/pubmed/34290290;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8295327;https://doi.org/10.1038/s41598-021-93962-7;https://www.nature.com/articles/s41598-021-93962-7,10.1038/s41598-021-93962-7,34290290,,PMC8295327,,"Centre for Brain and Cognitive Development, Department of Psychological Sciences, Birkbeck University of London, Malet Street, London, WC1E 7HX, UK. Department of Clinical, Educational and Health Psychology, University College London, London, UK. Department of Health Sciences, University of Leicester, Leicester, UK. Centre for Brain and Cognitive Development, Department of Psychological Sciences, Birkbeck University of London, Malet Street, London, WC1E 7HX, UK. a.ronald@bbk.ac.uk.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Bruckner F,Ducevic A,Heistracher P,Abert C,Suess D",Strayfield calculation for micromagnetic simulations using true periodic boundary conditions,Sci. Rep.,Scientific reports,2021,11,1,9202,free_access,Nature Publishing Group,28/04/2021,2045-2322,,http://dx.doi.org/10.1038/s41598-021-88541-9;https://www.ncbi.nlm.nih.gov/pubmed/33911139;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8080822;https://doi.org/10.1038/s41598-021-88541-9;https://www.nature.com/articles/s41598-021-88541-9,10.1038/s41598-021-88541-9,33911139,,PMC8080822,,"Faculty of Physics, University of Vienna, Vienna, Austria. florian.bruckner@univie.ac.at. Faculty of Physics, University of Vienna, Vienna, Austria.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Clark SN,Alli AS,Nathvani R,Hughes A,Ezzati M,Brauer M,Toledano MB,Baumgartner J,Bennett JE,Nimo J,Bedford Moses J,Baah S,Agyei-Mensah S,Owusu G,Croft B,Arku RE","Space-time characterization of community noise and sound sources in Accra, Ghana",Sci. Rep.,Scientific reports,2021,11,1,11113,free_access,Nature Publishing Group,27/05/2021,2045-2322,,http://dx.doi.org/10.1038/s41598-021-90454-6;https://www.ncbi.nlm.nih.gov/pubmed/34045545;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8160008;https://doi.org/10.1038/s41598-021-90454-6;https://www.nature.com/articles/s41598-021-90454-6,10.1038/s41598-021-90454-6,34045545,,PMC8160008,,"Department of Epidemiology and Biostatistics, School of Public Health, Imperial College London, London, UK. MRC Centre for Environment and Health, School of Public Health, Imperial College London, London, UK. Department of Environmental Health Sciences, School of Public Health and Health Sciences, University of Massachusetts, Amherst, MA, USA. Department of Physics, University of Ghana, Accra, Ghana. Regional Institute for Population Studies, University of Ghana, Accra, Ghana. Abdul Latif Jameel Institute for Disease and Emergency Analytics, Imperial College London, London, UK. School of Population and Public Health, The University of British Columbia, Vancouver, Canada. Mohn Centre for Children's Health and Wellbeing, School of Public Health, Imperial College London, London, UK. Institute for Health and Social Policy, McGill University, Montreal, Canada. Department of Epidemiology, Biostatistics, and Occupational Health, McGill University, Montreal, Canada. Department of Geography and Resource Development, University of Ghana, Accra, Ghana. Institute of Statistical, Social & Economic Research, University of Ghana, Accra, Ghana. SLR Consulting, Vancouver, Canada. Department of Environmental Health Sciences, School of Public Health and Health Sciences, University of Massachusetts, Amherst, MA, USA. rarku@umass.edu.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Narkkul U,Thaipadungpanit J,Srisawat N,Rudge JW,Thongdee M,Pawarana R,Pan-Ngum W","Human, animal, water source interactions and leptospirosis in Thailand",Sci. Rep.,Scientific reports,2021,11,1,3215,free_access,Nature Publishing Group,05/02/2021,2045-2322,,http://dx.doi.org/10.1038/s41598-021-82290-5;https://www.ncbi.nlm.nih.gov/pubmed/33547388;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7864926;https://doi.org/10.1038/s41598-021-82290-5;https://search.proquest.com/openview/d4c2703aca8a77051431f39cb1b32453/1?pq-origsite=gscholar&cbl=2041939,10.1038/s41598-021-82290-5,33547388,,PMC7864926,,"Department of Tropical Hygiene, Faculty of Tropical Medicine, Mahidol University, Bangkok, 10400, Thailand. Mahidol-Oxford Tropical Medicine Research Unit, Faculty of Tropical Medicine, Mahidol University, Bangkok, 10400, Thailand. Department of Clinical Tropical Medicine, Faculty of Tropical Medicine, Mahidol University, Bangkok, 10400, Thailand. Excellence Center for Critical Care Nephrology, King Chulalongkorn Memorial Hospital, Division of Nephrology, Department of Medicine, Critical Care Nephrology research Unit, and Tropical Medicine Cluster, Chulalongkorn University, Bangkok, 10330, Thailand. Academy of Science, Royal Society of Thailand, Bangkok, 10300, Thailand. Communicable Diseases Policy Research Group (CDPRG), Department of Global Health and Development, London School of Hygiene and Tropical Medicine, London, UK. The Monitoring and Surveillance Center for Zoonotic Diseases in Wildlife and Exotic Animals (MoZWE), Faculty of Veterinary Science, Mahidol University, Nakhon Pathom, 73170, Thailand. Center of Excellence for Biomedical and Public Health Informatics (BIOPHICS), Faculty of Tropical Medicine, Mahidol University, Bangkok, 10400, Thailand. Department of Tropical Hygiene, Faculty of Tropical Medicine, Mahidol University, Bangkok, 10400, Thailand. wirichada.pan@mahidol.ac.th. Mahidol-Oxford Tropical Medicine Research Unit, Faculty of Tropical Medicine, Mahidol University, Bangkok, 10400, Thailand. wirichada.pan@mahidol.ac.th.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Narkkul U,Thaipadungpanit J,Srisawat N,Rudge JW,Thongdee M,Pawarana R,Pan-Ngum W","Human, animal, water source interactions and leptospirosis in Thailand",Sci. Rep.,Scientific reports,2021,11,1,3215,free_access,Nature Publishing Group,05/02/2021,2045-2322,,http://dx.doi.org/10.1038/s41598-021-82290-5;https://www.ncbi.nlm.nih.gov/pubmed/33547388;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7864926;https://doi.org/10.1038/s41598-021-82290-5;https://www.nature.com/articles/s41598-021-82290-5,10.1038/s41598-021-82290-5,33547388,,PMC7864926,,"Department of Tropical Hygiene, Faculty of Tropical Medicine, Mahidol University, Bangkok, 10400, Thailand. Mahidol-Oxford Tropical Medicine Research Unit, Faculty of Tropical Medicine, Mahidol University, Bangkok, 10400, Thailand. Department of Clinical Tropical Medicine, Faculty of Tropical Medicine, Mahidol University, Bangkok, 10400, Thailand. Excellence Center for Critical Care Nephrology, King Chulalongkorn Memorial Hospital, Division of Nephrology, Department of Medicine, Critical Care Nephrology research Unit, and Tropical Medicine Cluster, Chulalongkorn University, Bangkok, 10330, Thailand. Academy of Science, Royal Society of Thailand, Bangkok, 10300, Thailand. Communicable Diseases Policy Research Group (CDPRG), Department of Global Health and Development, London School of Hygiene and Tropical Medicine, London, UK. The Monitoring and Surveillance Center for Zoonotic Diseases in Wildlife and Exotic Animals (MoZWE), Faculty of Veterinary Science, Mahidol University, Nakhon Pathom, 73170, Thailand. Center of Excellence for Biomedical and Public Health Informatics (BIOPHICS), Faculty of Tropical Medicine, Mahidol University, Bangkok, 10400, Thailand. Department of Tropical Hygiene, Faculty of Tropical Medicine, Mahidol University, Bangkok, 10400, Thailand. wirichada.pan@mahidol.ac.th. Mahidol-Oxford Tropical Medicine Research Unit, Faculty of Tropical Medicine, Mahidol University, Bangkok, 10400, Thailand. wirichada.pan@mahidol.ac.th.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Schiavio A,Stupacher J,Xypolitaki E,Parncutt R,Timmers R",Musical novices perform with equal accuracy when learning to drum alone or with a peer,Sci. Rep.,Scientific reports,2021,11,1,12422,free_access,Nature Publishing Group,14/06/2021,2045-2322,,http://dx.doi.org/10.1038/s41598-021-91820-0;https://www.ncbi.nlm.nih.gov/pubmed/34127707;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8203685;https://doi.org/10.1038/s41598-021-91820-0;https://www.nature.com/articles/s41598-021-91820-0,10.1038/s41598-021-91820-0,34127707,,PMC8203685,,"Centre for Systematic Musicology, University of Graz, Glacisstraße 27a, 8010, Graz, Austria. andrea.schiavio@uni-graz.at. Center for Music in the Brain, Department of Clinical Medicine, Aarhus University & The Royal Academy of Music Aarhus/Aalborg, Aarhus, Denmark. Department of Music, The University of Sheffield, Sheffield, UK. Centre for Systematic Musicology, University of Graz, Glacisstraße 27a, 8010, Graz, Austria.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Seidl A,Tremetsberger K,Pfanzelt S,Blattner FR,Neuffer B,Friesen N,Hurka H,Shmakov A,Batlai O,Žerdoner Čalasan A,Vesselova PV,Bernhardt KG",The phylogeographic history of Krascheninnikovia reflects the development of dry steppes and semi-deserts in Eurasia,Sci. Rep.,Scientific reports,2021,11,1,6645,free_access,Nature Publishing Group,23/03/2021,2045-2322,,http://dx.doi.org/10.1038/s41598-021-85735-z;https://www.ncbi.nlm.nih.gov/pubmed/33758234;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7988158;https://doi.org/10.1038/s41598-021-85735-z;https://www.nature.com/articles/s41598-021-85735-z,10.1038/s41598-021-85735-z,33758234,,PMC7988158,,"Department of Integrative Biology and Biodiversity Research, Institute of Botany, University of Natural Resources and Life Sciences, Vienna (BOKU), Gregor-Mendel-Straße 33, 1180, Vienna, Austria. anna.seidl@boku.ac.at. Department of Integrative Biology and Biodiversity Research, Institute of Botany, University of Natural Resources and Life Sciences, Vienna (BOKU), Gregor-Mendel-Straße 33, 1180, Vienna, Austria. Experimental Taxonomy, Leibniz Institute of Plant Genetics and Crop Plant Research (IPK), Corrensstraße 3, 06466, Gatersleben, Germany. School of Biology/Chemistry, Osnabrück University, Barbarastraße 11, 49076, Osnabrück, Germany. Botanical Garden of the Osnabrück University, Albrechtstraße 29, 49076, Osnabrück, Germany. Department of Pharmaceutical and Natural Sciences, I.M. Sechenov First Moscow State Medical University Ministry of Health of the Russian Federation, Izmailovsky Boulevard, 8, Moscow, 105043, Russia. South Siberian Botanical Garden, Altai State University, Lenina 61, 656049, Barnaul, Russia. Department of Biology, School of Arts and Science, National University of Mongolia, University street 3, 14201, Ulaanbaatar, Mongolia. Institute of Botany and Phytointroduction, Committee of Forestry and Wildlife, Ministry of Ecology, Geology and Natural Resources of the Republic of Kazakhstan, Timiryazeva Street 36D, 050040, Almaty, Kazakhstan.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Tomek J,Wang ZJ,Burton RB,Herring N,Bub G",COSMAS: a lightweight toolbox for cardiac optical mapping analysis,Sci. Rep.,Scientific reports,2021,11,1,9147,free_access,Nature Publishing Group,28/04/2021,2045-2322,,http://dx.doi.org/10.1038/s41598-021-87402-9;https://www.ncbi.nlm.nih.gov/pubmed/33911090;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8080775;https://doi.org/10.1038/s41598-021-87402-9;https://www.nature.com/articles/s41598-021-87402-9,10.1038/s41598-021-87402-9,33911090,,PMC8080775,,"Department of Physiology, Anatomy, and Genetics, University of Oxford, Oxford, UK. jakub.tomek.mff@gmail.com. Department of Computer Science, University of Oxford, Oxford, UK. jakub.tomek.mff@gmail.com. Department of Computer Science, University of Oxford, Oxford, UK. Department of Pharmacology, University of Oxford, Oxford, UK. Department of Physiology, Anatomy, and Genetics, University of Oxford, Oxford, UK. Department of Physiology, McGill University, Montréal, Canada.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Colbourne L,Luciano S,Harrison PJ",Onset and recurrence of psychiatric disorders associated with anti-hypertensive drug classes,Transl. Psychiatry,Translational psychiatry,2021,11,1,319,free_access,Nature Publishing Group,26/05/2021,2158-3188,,http://dx.doi.org/10.1038/s41398-021-01444-1;https://www.ncbi.nlm.nih.gov/pubmed/34039956;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8155006;https://doi.org/10.1038/s41398-021-01444-1;https://www.nature.com/articles/s41398-021-01444-1,10.1038/s41398-021-01444-1,34039956,,PMC8155006,,"Department of Psychiatry, University of Oxford, Warneford Hospital, Oxford, OX3 7JX, UK. Oxford Health NHS Foundation Trust, Oxford, OX3 7JX, UK. TriNetX Inc., Cambridge, MA, USA. Department of Psychiatry, University of Oxford, Warneford Hospital, Oxford, OX3 7JX, UK. paul.harrison@psych.ox.ac.uk. Oxford Health NHS Foundation Trust, Oxford, OX3 7JX, UK. paul.harrison@psych.ox.ac.uk.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
